,Unnamed: 0,event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
319,319,2019-11-01 00:00:02,view,12300261,2053013556311359947,construction.tools.drill,dewalt,114.65,517081324,bd1d99b3-0c06-4e1c-a6fe-8c797ff574dc
325,325,2019-11-01 00:00:02,view,17301026,2053013553853497655,,trussardi,59.13,563769246,95ab5d5d-be19-4118-84e9-534d65b7a687
331,331,2019-11-01 00:00:02,view,34600226,2060981320581906480,,energizer,25.74,512416379,4dfe2c67-e537-4dc2-ae69-0b65263db091
337,337,2019-11-01 00:00:02,view,12712514,2053013553559896355,,,35.96,519041881,050723d8-52b8-42c8-8569-6ec99f32d15a
343,343,2019-11-01 00:00:02,view,21407399,2053013561579406073,electronics.clocks,tissot,947.26,513118352,4c14bf2a-2820-4504-929d-046356a5a204
349,349,2019-11-01 00:00:02,view,5100564,2053013553341792533,electronics.clocks,samsung,257.87,535384245,bd2a035c-9a97-48a5-9449-095f933b795f
355,355,2019-11-01 00:00:02,view,15800070,2053013560144954031,,huter,67.22,540634732,27999416-d083-44c4-aedd-fa36be5080ea
361,361,2019-11-01 00:00:02,view,5800963,2053013553945772349,electronics.audio.subwoofer,infinity,87.52,551943550,9c5bc5aa-1b0a-48f9-963c-e04aa3163bbc
367,367,2019-11-01 00:00:02,view,18100042,2053013557955527211,,rezult,15.57,551078379,57dc2a56-6557-40c0-93b5-b4c7071d3866
373,373,2019-11-01 00:00:02,view,26400393,2053013563651392361,,,50.97,523239524,527bf0b1-b801-4b23-8925-d739f954d9ca
379,379,2019-11-01 00:00:02,view,2700598,2053013563911439225,appliances.kitchen.refrigerators,indesit,314.08,539701280,a9e5a322-c765-d52d-b382-07af17908468
385,385,2019-11-01 00:00:02,view,26403417,2053013563651392361,,,64.87,518045858,3a749cfc-b9e7-4ca8-9256-55456b37bc48
391,391,2019-11-01 00:00:02,view,17301034,2053013553853497655,,,276.2,513216715,d1298cdd-bf1f-42c3-8444-377cf01f734d
397,397,2019-11-01 00:00:02,view,1003499,2053013555631882655,electronics.smartphone,oneplus,461.61,520088904,4d3b30da-a5e4-49df-b1a8-ba5943f1dd33
403,403,2019-11-01 00:00:02,view,31501171,2053013558031024687,,luminarc,57.66,566281143,57ad56fc-c500-47e0-93d0-9a651e48f3c9
409,409,2019-11-01 00:00:02,view,39900056,2086471240800797129,apparel.trousers,jordan,83.53,545220871,f278cca0-e0f6-49a3-819a-d961998282d5
415,415,2019-11-01 00:00:02,view,6500862,2053013554155487563,computers.components.motherboard,asrock,54.57,563976016,20cce19e-edef-4ad4-9e0c-4b3fa1f021b8
421,421,2019-11-01 00:00:02,view,1004767,2053013555631882655,electronics.smartphone,samsung,242.63,552158913,3489c69c-4a48-4884-8a80-9fc5107e9d0a
427,427,2019-11-01 00:00:02,view,6500695,2053013554155487563,computers.components.motherboard,asus,248.66,512370912,daf0bf99-adf1-4877-8308-ae4557b6f01b
433,433,2019-11-01 00:00:02,view,22100102,2053013561302581993,,outwell,59.98,512416379,4dfe2c67-e537-4dc2-ae69-0b65263db091
439,439,2019-11-01 00:00:02,view,53900024,2144916515806248980,construction.tools.saw,dwt,66.36,565386300,87fa5d96-59bd-465c-87fb-8aac39baa571
445,445,2019-11-01 00:00:03,view,3600661,2053013563810775923,appliances.kitchen.washer,samsung,306.05,513457627,ad00c2a8-6336-4de6-8c15-a347a5e369b2
451,451,2019-11-01 00:00:03,view,1004893,2053013555631882655,electronics.smartphone,nokia,89.24,528269305,6dce75d2-e455-4e52-ab65-af16e36f64cb
457,457,2019-11-01 00:00:03,view,58000000,2156718775112565355,,bts,188.65,558726315,e43aa696-aefc-4062-921d-edbacc884a11
463,463,2019-11-01 00:00:03,view,1307402,2053013558920217191,computers.notebook,lenovo,475.69,520772685,816a59f3-f5ae-4ccd-9b23-82aa8c23d33c
469,469,2019-11-01 00:00:03,view,10201206,2053013553224352013,kids.dolls,llorens,38.59,538620608,792e0551-a420-413c-96ad-4484f7ec48e8
475,475,2019-11-01 00:00:03,view,26400292,2053013563651392361,,lucente,185.85,561564372,3dc250b7-9bd1-4c96-a365-0bf42e4cf2ad
481,481,2019-11-01 00:00:03,view,26016594,2053013562837697343,,,9.03,552849950,c289b572-9ad2-4806-bd60-420a77008720
487,487,2019-11-01 00:00:03,view,2401742,2053013563743667055,appliances.kitchen.hood,midea,128.68,515761354,b2da6f0a-6eeb-4502-b62e-dd3b4ce97ad1
493,493,2019-11-01 00:00:03,view,1004740,2053013555631882655,electronics.smartphone,xiaomi,218.51,566130559,77672984-75f0-41cb-a3a2-1994bfc127b1
499,499,2019-11-01 00:00:03,view,40700034,2086471225382536008,,komfort-s,32.15,522031876,39d48518-9fca-4df3-9724-950cd6ec44eb
505,505,2019-11-01 00:00:03,view,18100021,2053013557955527211,,tarkett,19.25,551078379,57dc2a56-6557-40c0-93b5-b4c7071d3866
511,511,2019-11-01 00:00:03,view,12720187,2053013553559896355,,roadx,66.17,526188048,848ba5fa-7758-40f8-9b2a-b064a7be9e0b
517,517,2019-11-01 00:00:03,view,11500475,2053013554625249641,,jbl,32.95,564570957,dec2d9e2-09b0-4719-988e-eb0019706792
523,523,2019-11-01 00:00:03,view,1307541,2053013558920217191,computers.notebook,asus,492.93,520772685,816a59f3-f5ae-4ccd-9b23-82aa8c23d33c
529,529,2019-11-01 00:00:03,view,5100816,2053013553375346967,,xiaomi,29.58,553524478,3c3a4de8-9304-4687-9e5c-2e9bdda65b33
535,535,2019-11-01 00:00:03,view,17100037,2053013558349791811,,brw,60.23,566255262,173d7b72-1db7-4638-8207-be8148bf3c9f
541,541,2019-11-01 00:00:03,view,5100857,2053013553341792533,electronics.clocks,apple,554.96,514877985,1746686f-822b-485d-9b2f-b24e8ec8b7ea
547,547,2019-11-01 00:00:03,view,1005211,2053013555631882655,electronics.smartphone,samsung,193.26,556226281,3aa2b23a-a633-441f-8c62-9d30c6d76591
553,553,2019-11-01 00:00:03,view,26400178,2053013563651392361,,,156.76,533351761,6229f7bc-7440-44dc-8768-d924071fb879
559,559,2019-11-01 00:00:03,view,5100855,2053013553341792533,electronics.clocks,apple,552.14,514877985,1746686f-822b-485d-9b2f-b24e8ec8b7ea
565,565,2019-11-01 00:00:03,view,26400533,2053013563651392361,,,325.62,561564372,3dc250b7-9bd1-4c96-a365-0bf42e4cf2ad
571,571,2019-11-01 00:00:03,view,53900039,2144916515806248980,construction.tools.saw,graphite,85.29,565386300,87fa5d96-59bd-465c-87fb-8aac39baa571
577,577,2019-11-01 00:00:03,view,15100148,2053013557024391671,,lider,378.36,566280709,faa653f3-4ab8-466d-8f52-ce2eec58abc7
583,583,2019-11-01 00:00:03,view,13105362,2053013553526341921,,skad,190.48,553384439,ef01163b-d49a-43de-b3ba-c3adadacec59
589,589,2019-11-01 00:00:04,view,26401045,2053013563651392361,,,145.18,561564372,3dc250b7-9bd1-4c96-a365-0bf42e4cf2ad
595,595,2019-11-01 00:00:04,view,1004788,2053013555631882655,electronics.smartphone,xiaomi,138.71,515998531,6f4136a7-a02e-40cb-a432-9c1663e56c34
601,601,2019-11-01 00:00:04,view,1800931,2053013554415534427,electronics.video.tv,sony,384.74,556727865,8a62e764-2e34-4122-9842-349faabbe5d8
607,607,2019-11-01 00:00:04,view,10201213,2053013553224352013,kids.dolls,llorens,48.88,538620608,792e0551-a420-413c-96ad-4484f7ec48e8
613,613,2019-11-01 00:00:04,view,1004249,2053013555631882655,electronics.smartphone,apple,722.4,565731881,5d8cb7aa-ca44-4705-809d-53c97b497e16
619,619,2019-11-01 00:00:04,view,10201206,2053013553224352013,kids.dolls,llorens,38.59,538620608,792e0551-a420-413c-96ad-4484f7ec48e8
625,625,2019-11-01 00:00:04,view,5100496,2053013553341792533,electronics.clocks,suunto,504.26,514877985,1746686f-822b-485d-9b2f-b24e8ec8b7ea
631,631,2019-11-01 00:00:04,view,1005204,2053013555631882655,electronics.smartphone,xiaomi,150.97,558343854,24b6bed4-c3a3-403c-81d6-acc398f5bb8b
637,637,2019-11-01 00:00:04,view,12702549,2053013553559896355,,sailun,115.83,512436886,a2efe093-0f87-417c-8f4e-162522f6e37a
643,643,2019-11-01 00:00:04,view,34400024,2061717948367634684,,gerber,14.67,512416379,4dfe2c67-e537-4dc2-ae69-0b65263db091
649,649,2019-11-01 00:00:04,view,1306650,2053013558920217191,computers.notebook,acer,437.57,513680153,031b1162-d808-4560-a4bb-5b746ed44a4d
655,655,2019-11-01 00:00:04,view,28719189,2116907519078040377,apparel.shoes,,115.06,518621750,6d7138cd-b28a-4f0b-9238-ec30453316d7
661,661,2019-11-01 00:00:04,view,41200011,2089490106086851034,,artmusical,386.11,512801511,4daba958-406f-45f7-a3ff-8d0f4d6bd693
667,667,2019-11-01 00:00:04,view,41100053,2090228413959766319,,,94.96,515474976,222c370b-0fac-4287-982b-e340f5eaf3a1
673,673,2019-11-01 00:00:04,view,1004042,2053013555631882655,electronics.smartphone,xiaomi,138.74,566265908,52c2c76c-b79e-4794-86ff-badc76d35f5a
679,679,2019-11-01 00:00:04,view,21406860,2053013561579406073,electronics.clocks,tissot,1019.33,513118352,4c14bf2a-2820-4504-929d-046356a5a204
685,685,2019-11-01 00:00:04,view,1005115,2053013555631882655,electronics.smartphone,apple,949.47,542148895,f2307298-ee36-4823-8fcb-a4163b763adf
691,691,2019-11-01 00:00:04,view,12720609,2053013553559896355,,joyroad,24.45,531968973,db237ad5-149f-4019-8533-67b61dca4bf9
697,697,2019-11-01 00:00:04,view,2701587,2053013563911439225,appliances.kitchen.refrigerators,haier,540.53,513172380,071a6b99-8a1e-48cf-8816-b6ff3f2c38cd
703,703,2019-11-01 00:00:04,view,3700769,2053013565983425517,appliances.environment.vacuum,samsung,123.53,566278257,5cafe67a-3c46-4b47-a46a-ab30de4356bc
709,709,2019-11-01 00:00:04,view,1307355,2053013558920217191,computers.notebook,asus,694.97,555942729,f4902ce5-d348-4768-8160-69af8e695852
715,715,2019-11-01 00:00:04,view,15700137,2053013559733912211,,,257.15,542317384,db6469ca-51fa-45b8-a3cd-d1320005d955
721,721,2019-11-01 00:00:04,view,28717907,2053013565782098913,apparel.shoes,burgerschuhe,102.45,537037236,5bcfc71c-1dd7-44a6-a0e1-b6f4648d25c7
727,727,2019-11-01 00:00:05,view,1004788,2053013555631882655,electronics.smartphone,xiaomi,138.71,532572658,b1df0fce-6e03-47cc-b777-782b77b1b100
733,733,2019-11-01 00:00:05,view,26401575,2053013563651392361,,,268.99,561564372,3dc250b7-9bd1-4c96-a365-0bf42e4cf2ad
739,739,2019-11-01 00:00:05,view,26300620,2053013563424899933,,,238.1,556205208,d773313a-439f-4734-af83-d98507771344
745,745,2019-11-01 00:00:05,view,12718242,2053013553559896355,,triangle,56.89,565596995,7207de47-b6e7-4957-9f2e-0ec8c7067154
751,751,2019-11-01 00:00:05,view,1003709,2053013555631882655,electronics.smartphone,samsung,563.7,521543283,c551227f-2b82-462d-97fd-55eb063d8584
757,757,2019-11-01 00:00:05,view,12708057,2053013553559896355,,bfgoodrich,113.26,542985695,2ec95ba2-fd6a-43ea-8aac-84a23e807ed6
763,763,2019-11-01 00:00:05,view,1003312,2053013555631882655,electronics.smartphone,apple,717.63,560865203,60f6a4d4-7351-4966-8dba-5a43435e7bb1
769,769,2019-11-01 00:00:05,view,3901090,2053013552326770905,appliances.environment.water_heater,oasis,25.48,513200477,742aba02-727b-4d15-9222-6484ac846173
775,775,2019-11-01 00:00:05,view,1307342,2053013558920217191,computers.notebook,acer,823.68,555942729,f4902ce5-d348-4768-8160-69af8e695852
781,781,2019-11-01 00:00:05,view,16000008,2053013558223962683,,rondell,28.29,566281269,87d2d38a-6647-4d96-a1a7-7588a1478633
787,787,2019-11-01 00:00:05,view,4700651,2053013560899928785,auto.accessories.videoregister,anytek,100.39,519041881,050723d8-52b8-42c8-8569-6ec99f32d15a
793,793,2019-11-01 00:00:05,view,1005115,2053013555631882655,electronics.smartphone,apple,949.47,512458378,7f344445-80ce-4b09-89b2-c6d701686a1b
799,799,2019-11-01 00:00:05,view,16700960,2053013559901684381,furniture.kitchen.chair,zeta,6.41,546273062,0bed87a3-7bce-4222-ba0d-314316dca5f8
805,805,2019-11-01 00:00:05,view,29100051,2053013565941482475,appliances.personal.massager,smile,17.72,566175330,680fb144-6940-4931-85e6-16dda8d4e2d5
811,811,2019-11-01 00:00:05,purchase,26401669,2053013563651392361,,lucente,109.66,541854711,c41c44d5-ef9b-41b9-9cd6-8d96dda6e927
817,817,2019-11-01 00:00:05,view,3900821,2053013552326770905,appliances.environment.water_heater,aqua,30.61,513200477,742aba02-727b-4d15-9222-6484ac846173
823,823,2019-11-01 00:00:05,view,21404528,2053013561579406073,electronics.clocks,casio,26.51,518045858,3a749cfc-b9e7-4ca8-9256-55456b37bc48
829,829,2019-11-01 00:00:05,view,1004870,2053013555631882655,electronics.smartphone,samsung,275.25,513150327,11f88a8f-adbc-4cec-b1b4-2737c8673906
835,835,2019-11-01 00:00:05,view,29100071,2053013565941482475,appliances.personal.massager,bradex,12.36,566175330,680fb144-6940-4931-85e6-16dda8d4e2d5
841,841,2019-11-01 00:00:05,view,6700826,2053013554247762257,computers.components.videocards,palit,157.96,545157048,c7e2474c-5059-4dc4-babf-d76753440df9
847,847,2019-11-01 00:00:05,view,28719189,2116907519078040377,apparel.shoes,,115.06,518621750,6d7138cd-b28a-4f0b-9238-ec30453316d7
853,853,2019-11-01 00:00:05,view,16000004,2053013558223962683,,rondell,43.73,566281499,009ded1d-200c-4e3f-a300-9ebb41310d99
859,859,2019-11-01 00:00:05,view,1004767,2053013555631882655,electronics.smartphone,samsung,242.63,550161284,4ac5c6d9-90d8-4896-8cf3-713bdec5be41
865,865,2019-11-01 00:00:06,view,1801773,2053013554415534427,electronics.video.tv,changhong,239.13,556727865,8a62e764-2e34-4122-9842-349faabbe5d8
871,871,2019-11-01 00:00:06,view,28101977,2053013564918072245,,karat,28.31,515474976,222c370b-0fac-4287-982b-e340f5eaf3a1
877,877,2019-11-01 00:00:06,view,8801024,2053013555573162395,electronics.telephone,jinga,17.15,519902359,fc530bab-b1c5-4c7f-9bbe-3dfbaecaa701
883,883,2019-11-01 00:00:06,view,17300555,2053013553853497655,,dior,81.6,566281222,0f8414c9-6d1b-47a6-b2d3-ea56ba95f99f
889,889,2019-11-01 00:00:06,view,15100382,2053013557024391671,,helvetia,1188.68,518001730,2a0ecdca-256f-4917-bfae-c7cbcea513a3
895,895,2019-11-01 00:00:06,view,13200941,2053013557192163841,furniture.bedroom.bed,sv,257.15,563981983,5f1d95d7-0386-48bb-a51c-fdde65765cc6
901,901,2019-11-01 00:00:06,view,6701043,2053013554247762257,computers.components.videocards,powercolor,187.65,554428024,327317f9-d39f-4a24-b123-5fa9d17c310c
907,907,2019-11-01 00:00:06,view,29100027,2053013565941482475,appliances.personal.massager,gezatone,39.9,566175330,680fb144-6940-4931-85e6-16dda8d4e2d5
913,913,2019-11-01 00:00:06,view,26402792,2053013563651392361,,lucente,258.95,561564372,3dc250b7-9bd1-4c96-a365-0bf42e4cf2ad
919,919,2019-11-01 00:00:06,view,18300992,2053013558945383017,accessories.bag,apple,30.07,548875301,726a6477-7e61-40fd-9391-d1797dcc01be
925,925,2019-11-01 00:00:06,view,17200570,2053013559792632471,furniture.living_room.sofa,,437.33,513565573,6b3c2062-9ee1-4b0b-b906-fe5efbb940d3
931,931,2019-11-01 00:00:06,view,16700845,2053013559901684381,furniture.kitchen.chair,zeta,16.96,551646978,4b2bd2c7-2dba-4853-a7bc-a6a35cca1d6c
937,937,2019-11-01 00:00:06,view,38800011,2079713982830084515,,alpika,231.67,512416379,4dfe2c67-e537-4dc2-ae69-0b65263db091
943,943,2019-11-01 00:00:06,view,12712611,2053013553559896355,,,29.09,519041881,050723d8-52b8-42c8-8569-6ec99f32d15a
949,949,2019-11-01 00:00:06,view,30000129,2127425436764865054,construction.tools.welding,,329.71,525377149,fee9aa92-01f6-461c-b5fa-579f4152d3a4
955,955,2019-11-01 00:00:06,view,26024233,2053013562778977083,,,6.46,527357679,3a68d25b-3de9-4ac2-b663-5671101f6e67
961,961,2019-11-01 00:00:06,view,13200785,2053013557192163841,furniture.bedroom.bed,,640.17,565083463,89bad494-b844-4847-9cdc-ef03ad1afb10
967,967,2019-11-01 00:00:06,view,38800011,2079713982830084515,,alpika,231.67,512416379,4dfe2c67-e537-4dc2-ae69-0b65263db091
973,973,2019-11-01 00:00:06,view,29100084,2053013565941482475,appliances.personal.massager,gezatone,39.9,566175330,680fb144-6940-4931-85e6-16dda8d4e2d5
979,979,2019-11-01 00:00:06,view,34800153,2062461754293617058,,,21.42,562503728,f6e2158d-848e-4b92-a0c9-cc81b1250f0d
985,985,2019-11-01 00:00:06,view,6500998,2053013554155487563,computers.components.motherboard,asrock,100.24,543124499,58d5c559-5358-48bb-9f25-9a0d43297f9b
991,991,2019-11-01 00:00:06,view,12704662,2053013553559896355,,nokian,133.44,546749946,2427c7b6-91e6-468f-9baa-f08f23f77395
997,997,2019-11-01 00:00:06,view,1003312,2053013555631882655,electronics.smartphone,apple,717.63,560865203,60f6a4d4-7351-4966-8dba-5a43435e7bb1
1003,1003,2019-11-01 00:00:06,view,1004249,2053013555631882655,electronics.smartphone,apple,722.4,512458378,7f344445-80ce-4b09-89b2-c6d701686a1b
1009,1009,2019-11-01 00:00:06,view,1004766,2053013555631882655,electronics.smartphone,samsung,242.72,566281617,2b3a20c0-75d1-4b54-be57-1a887a2dadab
1015,1015,2019-11-01 00:00:07,view,21404277,2053013561579406073,electronics.clocks,casio,24.45,518045858,3a749cfc-b9e7-4ca8-9256-55456b37bc48
1021,1021,2019-11-01 00:00:07,view,12712514,2053013553559896355,,,35.96,519041881,050723d8-52b8-42c8-8569-6ec99f32d15a
1027,1027,2019-11-01 00:00:07,view,26400314,2053013563651392361,,lucente,342.09,533351761,6229f7bc-7440-44dc-8768-d924071fb879
1033,1033,2019-11-01 00:00:07,view,1004833,2053013555631882655,electronics.smartphone,samsung,172.23,556226281,3aa2b23a-a633-441f-8c62-9d30c6d76591
1039,1039,2019-11-01 00:00:07,view,20900026,2053013561453576945,,xiaomi,132.82,520210660,47b2fb6f-5a72-4a67-947b-d5234dacb2bb
1045,1045,2019-11-01 00:00:07,view,1005126,2053013555631882655,electronics.smartphone,apple,1364.0,540350609,c7f362e3-d08e-4eaa-8a34-a07b1966b128
1051,1051,2019-11-01 00:00:07,view,38900048,2085718636156158307,,brw,77.2,514788931,7548773b-383e-490b-b3ca-92b7092ef8a3
1057,1057,2019-11-01 00:00:07,view,1003869,2053013555631882655,electronics.smartphone,xiaomi,167.02,532572658,b1df0fce-6e03-47cc-b777-782b77b1b100
1063,1063,2019-11-01 00:00:07,view,3601489,2053013563810775923,appliances.kitchen.washer,samsung,476.17,520735503,eef94460-d329-472e-9956-baaf680cd165
1069,1069,2019-11-01 00:00:07,view,1005099,2053013555631882655,electronics.smartphone,samsung,139.64,532572658,b1df0fce-6e03-47cc-b777-782b77b1b100
1075,1075,2019-11-01 00:00:07,view,15700176,2053013559733912211,,bts,231.64,543906197,bd845cb2-061c-4ed8-9b79-56af4024a785
1081,1081,2019-11-01 00:00:07,view,18001325,2053013558525952589,,samsung,15.42,566281674,416ec503-a1c4-41ed-a384-1e2c22604fcf
1087,1087,2019-11-01 00:00:07,view,15100430,2053013557024391671,,stendmebel,431.13,566203520,03cab3de-a4b7-4b40-bb30-8e6f57cf6c2b
1093,1093,2019-11-01 00:00:07,view,21400135,2053013561579406073,electronics.clocks,casio,165.26,554063350,a6ebb7f3-0197-4774-b0d3-54d754c19cf7
1099,1099,2019-11-01 00:00:07,view,1005014,2053013555631882655,electronics.smartphone,samsung,503.09,540508491,33a0d8f4-c388-4ce7-85f4-7b1f11563d6a
1105,1105,2019-11-01 00:00:07,view,1005009,2053013555631882655,electronics.smartphone,xiaomi,85.97,513198013,5f5e7618-afc5-41c9-abaf-dde70dd8dd50
1111,1111,2019-11-01 00:00:07,view,5100816,2053013553375346967,,xiaomi,29.58,537372295,c5a5ccdb-ed0b-4706-b25d-829f00441279
1117,1117,2019-11-01 00:00:07,view,35200632,2090228413380952337,apparel.underwear,obsessive,20.34,515005556,b8ebac17-5739-474e-b3aa-4d36a46f9611
1123,1123,2019-11-01 00:00:07,view,1004856,2053013555631882655,electronics.smartphone,samsung,128.42,560040401,b9670f56-94b3-4e99-9901-b420ac7c2cb2
1129,1129,2019-11-01 00:00:07,view,25600040,2053013559675191951,,mart,128.68,513565573,6b3c2062-9ee1-4b0b-b906-fe5efbb940d3
1135,1135,2019-11-01 00:00:07,view,1004462,2053013555631882655,electronics.smartphone,huawei,91.61,566031393,8fbc7d60-6ae5-41c9-985c-cee9c52ab9ae
1141,1141,2019-11-01 00:00:07,view,1004785,2053013555631882655,electronics.smartphone,huawei,266.0,559788783,26d78c21-7fc3-4538-8a70-01a3aa410668
1147,1147,2019-11-01 00:00:07,view,28719189,2116907519078040377,apparel.shoes,,115.06,518621750,6d7138cd-b28a-4f0b-9238-ec30453316d7
1153,1153,2019-11-01 00:00:07,view,30000129,2127425436764865054,construction.tools.welding,,329.71,525377149,fee9aa92-01f6-461c-b5fa-579f4152d3a4
1159,1159,2019-11-01 00:00:07,view,15901671,2053013558190408249,,,20.59,553605342,167caa67-f625-416d-b6ce-de9df15b016a
1165,1165,2019-11-01 00:00:07,view,8801042,2053013555573162395,electronics.telephone,inoi,15.08,519902359,fc530bab-b1c5-4c7f-9bbe-3dfbaecaa701
1171,1171,2019-11-01 00:00:08,view,1002524,2053013555631882655,electronics.smartphone,apple,531.26,549256216,dcbdc6e4-cd49-4ee8-95c5-e85f3c618fa1
1177,1177,2019-11-01 00:00:08,view,14700205,2053013557133443581,furniture.living_room.cabinet,sv,385.85,512840594,a6b3c24f-03b1-4a57-bc4b-56b1d980098c
1183,1183,2019-11-01 00:00:08,view,1480372,2053013561092866779,computers.desktop,lenovo,1793.36,515739426,1e8d6215-28d2-4205-bf5d-7bac5865724d
1189,1189,2019-11-01 00:00:08,cart,5100816,2053013553375346967,,xiaomi,29.58,537372295,c5a5ccdb-ed0b-4706-b25d-829f00441279
1195,1195,2019-11-01 00:00:08,view,2700618,2053013563911439225,appliances.kitchen.refrigerators,indesit,350.0,539701280,a9e5a322-c765-d52d-b382-07af17908468
1201,1201,2019-11-01 00:00:08,view,47000082,2110937189394154243,,canon,1703.51,566280697,ba2dabd3-0086-4a37-83ed-fc1e547106f5
1207,1207,2019-11-01 00:00:08,view,1004955,2053013555631882655,electronics.smartphone,nokia,152.79,528269305,6dce75d2-e455-4e52-ab65-af16e36f64cb
1213,1213,2019-11-01 00:00:08,view,1005173,2053013555631882655,electronics.smartphone,samsung,643.23,552158913,3489c69c-4a48-4884-8a80-9fc5107e9d0a
1219,1219,2019-11-01 00:00:08,view,1305977,2053013558920217191,computers.notebook,apple,2496.59,566193886,0e5a243a-383f-4785-a91c-82f8f5896acc
1225,1225,2019-11-01 00:00:08,view,14701435,2053013557133443581,furniture.living_room.cabinet,,205.9,566281143,2b7a82b6-b5b4-4d5c-a098-d5695ea08dc7
1231,1231,2019-11-01 00:00:08,view,14701435,2053013557133443581,furniture.living_room.cabinet,,205.9,553810426,de7d0105-9829-475c-b23c-8e4b0c9387e6
1237,1237,2019-11-01 00:00:08,view,47000079,2110937189394154243,,canon,648.14,566280697,ba2dabd3-0086-4a37-83ed-fc1e547106f5
