,Unnamed: 0,event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
150,150,2019-11-01 00:00:01,view,27800061,2079713978300236035,,,118.41,565131688,95c9377b-f56e-4775-ae49-abd8d952915b
156,156,2019-11-01 00:00:01,view,1004720,2053013555631882655,electronics.smartphone,huawei,125.61,566143627,aa610ab3-5c60-4551-8a2b-8c999dddf843
162,162,2019-11-01 00:00:01,view,1306571,2053013558920217191,computers.notebook,acer,2312.8,530857208,c69f9c63-7098-426c-97d9-8cb94a0a1083
168,168,2019-11-01 00:00:01,purchase,1005161,2053013555631882655,electronics.smartphone,xiaomi,211.92,513351129,e6b7ce9b-1938-4e20-976c-8b4163aea11d
174,174,2019-11-01 00:00:01,view,1004779,2053013555631882655,electronics.smartphone,xiaomi,195.37,546964762,076ca666-e8fd-49d3-a2e2-24b953ef7f9e
180,180,2019-11-01 00:00:01,view,16700384,2053013559901684381,furniture.kitchen.chair,,36.78,566255262,173d7b72-1db7-4638-8207-be8148bf3c9f
186,186,2019-11-01 00:00:01,view,1004740,2053013555631882655,electronics.smartphone,xiaomi,218.51,566130559,77672984-75f0-41cb-a3a2-1994bfc127b1
192,192,2019-11-01 00:00:01,view,1306895,2053013558920217191,computers.notebook,hp,411.34,520772685,816a59f3-f5ae-4ccd-9b23-82aa8c23d33c
198,198,2019-11-01 00:00:01,view,40900007,2127425434894205468,construction.tools.painting,fubag,24.71,513998949,a7b196d9-afe5-4dc8-9648-d578fef55abf
204,204,2019-11-01 00:00:01,view,15100252,2053013557024391671,,,1335.43,518001730,2a0ecdca-256f-4917-bfae-c7cbcea513a3
210,210,2019-11-01 00:00:01,view,5801656,2053013553945772349,electronics.audio.subwoofer,element,133.83,549568904,d3f29ad2-b967-4655-8dca-70fe7bd89821
216,216,2019-11-01 00:00:01,view,1004258,2053013555631882655,electronics.smartphone,apple,732.07,532647354,d2d3d2c6-631d-489e-9fb5-06f340b85be0
222,222,2019-11-01 00:00:01,view,18100030,2053013557955527211,,tarkett,17.49,551078379,57dc2a56-6557-40c0-93b5-b4c7071d3866
228,228,2019-11-01 00:00:01,view,41100033,2090228413959766319,,brw,72.07,562234311,4cbd502f-b1df-4bcf-a1cb-78bb18c37e70
234,234,2019-11-01 00:00:01,view,15800070,2053013560144954031,,huter,67.22,540634732,27999416-d083-44c4-aedd-fa36be5080ea
240,240,2019-11-01 00:00:01,view,14701857,2053013557133443581,furniture.living_room.cabinet,,100.62,553810426,fbfa1599-912b-4d6a-8749-49a2ab78cdd7
246,246,2019-11-01 00:00:01,view,16700656,2053013559901684381,furniture.kitchen.chair,domini,30.89,566280676,c7bc5bdb-2660-4272-8c10-2b5ce9e0be20
252,252,2019-11-01 00:00:01,view,2701646,2053013563911439225,appliances.kitchen.refrigerators,indesit,268.49,539701280,a9e5a322-c765-d52d-b382-07af17908468
258,258,2019-11-01 00:00:01,view,29100071,2053013565941482475,appliances.personal.massager,bradex,12.36,566175330,680fb144-6940-4931-85e6-16dda8d4e2d5
264,264,2019-11-01 00:00:01,view,17301457,2053013553853497655,,givenchy,72.6,561587266,755422e7-9040-477b-9bd2-6a6e8fd97387
270,270,2019-11-01 00:00:01,view,1307444,2053013558920217191,computers.notebook,asus,424.7,520772685,816a59f3-f5ae-4ccd-9b23-82aa8c23d33c
276,276,2019-11-01 00:00:01,view,27800061,2079713978300236035,,,118.41,565131688,95c9377b-f56e-4775-ae49-abd8d952915b
282,282,2019-11-01 00:00:01,view,41100011,2090228413959766319,,,69.47,562234311,4cbd502f-b1df-4bcf-a1cb-78bb18c37e70
288,288,2019-11-01 00:00:02,view,40900071,2127425434894205468,construction.tools.painting,stels,52.12,513998949,a7b196d9-afe5-4dc8-9648-d578fef55abf
294,294,2019-11-01 00:00:02,view,27800061,2079713978300236035,,,118.41,565131688,95c9377b-f56e-4775-ae49-abd8d952915b
300,300,2019-11-01 00:00:02,view,28715827,2116907519078040377,apparel.shoes,,62.81,518621750,6d7138cd-b28a-4f0b-9238-ec30453316d7
306,306,2019-11-01 00:00:02,view,26400585,2053013563651392361,,lucente,248.66,533351761,6229f7bc-7440-44dc-8768-d924071fb879
312,312,2019-11-01 00:00:02,view,1004836,2053013555631882655,electronics.smartphone,samsung,229.9,518956209,6764041a-9285-4869-8a32-a79adf31d212
318,318,2019-11-01 00:00:02,view,1005006,2053013555631882655,electronics.smartphone,xiaomi,85.88,528269305,6dce75d2-e455-4e52-ab65-af16e36f64cb
324,324,2019-11-01 00:00:02,view,1005014,2053013555631882655,electronics.smartphone,samsung,503.09,545503183,3cb2bcb7-e986-46fc-bef2-fc27ff2610c9
330,330,2019-11-01 00:00:02,view,12705928,2053013553559896355,,bfgoodrich,139.58,542985695,2ec95ba2-fd6a-43ea-8aac-84a23e807ed6
336,336,2019-11-01 00:00:02,view,13600340,2053013557477376525,furniture.bathroom.bath,,70.27,518656487,a4fa3765-f630-436d-804d-cf768cee37de
342,342,2019-11-01 00:00:02,view,17300705,2053013553853497655,,lanvin,56.14,561587266,755422e7-9040-477b-9bd2-6a6e8fd97387
348,348,2019-11-01 00:00:02,view,17301026,2053013553853497655,,trussardi,59.13,563769246,95ab5d5d-be19-4118-84e9-534d65b7a687
354,354,2019-11-01 00:00:02,view,8300356,2053013560220451507,,,38.87,550237270,78479977-285a-40f3-9ce5-98226d4351f9
360,360,2019-11-01 00:00:02,view,26400195,2053013563651392361,,,193.83,561564372,3dc250b7-9bd1-4c96-a365-0bf42e4cf2ad
366,366,2019-11-01 00:00:02,view,26800026,2053013564641248165,,hygge,625.5,566281062,6e5a21aa-7777-41e5-be50-e65a1aaa85d0
372,372,2019-11-01 00:00:02,view,1004767,2053013555631882655,electronics.smartphone,samsung,242.63,552158913,3489c69c-4a48-4884-8a80-9fc5107e9d0a
378,378,2019-11-01 00:00:02,view,1307435,2053013558920217191,computers.notebook,lenovo,449.95,520772685,816a59f3-f5ae-4ccd-9b23-82aa8c23d33c
384,384,2019-11-01 00:00:02,view,5100816,2053013553375346967,,xiaomi,29.58,524356542,2f44a6ff-59aa-458c-acef-aee764d2ce10
390,390,2019-11-01 00:00:02,view,6500695,2053013554155487563,computers.components.motherboard,asus,248.66,512370912,daf0bf99-adf1-4877-8308-ae4557b6f01b
396,396,2019-11-01 00:00:02,view,22700448,2053013556168753601,,,60.49,553835251,f39ec76d-1edc-48ba-833f-c4c234b2fd9d
402,402,2019-11-01 00:00:02,view,18100021,2053013557955527211,,tarkett,19.25,551078379,57dc2a56-6557-40c0-93b5-b4c7071d3866
408,408,2019-11-01 00:00:02,view,45600312,2116907524572577889,apparel.shoes,biomecanics,64.35,526996709,bd8f1103-1001-4b69-9106-da32f2c62653
414,414,2019-11-01 00:00:02,view,5100734,2053013553341792533,electronics.clocks,garmin,759.22,514877985,1746686f-822b-485d-9b2f-b24e8ec8b7ea
420,420,2019-11-01 00:00:02,view,26400195,2053013563651392361,,,193.83,561564372,3dc250b7-9bd1-4c96-a365-0bf42e4cf2ad
426,426,2019-11-01 00:00:02,view,40700033,2086471225382536008,,komfort-s,43.73,522031876,39d48518-9fca-4df3-9724-950cd6ec44eb
432,432,2019-11-01 00:00:02,view,27800227,2079713978300236035,,romana,82.37,565131688,95c9377b-f56e-4775-ae49-abd8d952915b
438,438,2019-11-01 00:00:02,view,1002524,2053013555631882655,electronics.smartphone,apple,531.26,549256216,dcbdc6e4-cd49-4ee8-95c5-e85f3c618fa1
444,444,2019-11-01 00:00:03,view,5100898,2053013553341792533,electronics.clocks,apple,640.69,514877985,1746686f-822b-485d-9b2f-b24e8ec8b7ea
450,450,2019-11-01 00:00:03,view,5801499,2053013553945772349,electronics.audio.subwoofer,phantom,18.28,551943550,9c5bc5aa-1b0a-48f9-963c-e04aa3163bbc
456,456,2019-11-01 00:00:03,view,1004433,2053013555631882655,electronics.smartphone,samsung,313.78,566281189,c34b1200-a257-4c22-8b5d-29b714d44a0a
462,462,2019-11-01 00:00:03,view,29100051,2053013565941482475,appliances.personal.massager,smile,17.72,566175330,680fb144-6940-4931-85e6-16dda8d4e2d5
468,468,2019-11-01 00:00:03,view,17301034,2053013553853497655,,,276.2,513216715,d1298cdd-bf1f-42c3-8444-377cf01f734d
474,474,2019-11-01 00:00:03,view,40700034,2086471225382536008,,komfort-s,32.15,522031876,39d48518-9fca-4df3-9724-950cd6ec44eb
480,480,2019-11-01 00:00:03,view,17100047,2053013558349791811,,,39.9,566255262,173d7b72-1db7-4638-8207-be8148bf3c9f
486,486,2019-11-01 00:00:03,view,5100736,2053013553341792533,electronics.clocks,apple,592.01,514877985,1746686f-822b-485d-9b2f-b24e8ec8b7ea
492,492,2019-11-01 00:00:03,view,1201202,2172371436436455782,electronics.tablet,lenovo,230.38,514173771,e2e0c325-e3c0-4f77-83b7-a11d600f5dd3
498,498,2019-11-01 00:00:03,view,3601405,2053013563810775923,appliances.kitchen.washer,beko,180.16,517399020,1cffc608-9a32-4f7a-ac63-ae34b73f4baf
504,504,2019-11-01 00:00:03,view,4600007,2053013563944993659,appliances.kitchen.dishwasher,bosch,523.8,526595547,aab33a9a-29c3-4d50-84c1-8a2bc9256104
510,510,2019-11-01 00:00:03,view,3900339,2053013552326770905,appliances.environment.water_heater,aqua,30.86,513200477,742aba02-727b-4d15-9222-6484ac846173
516,516,2019-11-01 00:00:03,view,29100051,2053013565941482475,appliances.personal.massager,smile,17.72,566175330,680fb144-6940-4931-85e6-16dda8d4e2d5
522,522,2019-11-01 00:00:03,view,1005106,2053013555631882655,electronics.smartphone,apple,1453.0,519659999,10873c96-e7d8-4d98-9122-aab4bad6fbfe
528,528,2019-11-01 00:00:03,view,1004975,2053013555631882655,electronics.smartphone,samsung,771.94,513938665,f31a988a-f70d-48ea-84a8-bd2389282e38
534,534,2019-11-01 00:00:03,view,1005157,2053013555631882655,electronics.smartphone,xiaomi,269.78,513198013,5f5e7618-afc5-41c9-abaf-dde70dd8dd50
540,540,2019-11-01 00:00:03,view,26000317,2053013562837697343,,,8.73,552849950,c289b572-9ad2-4806-bd60-420a77008720
546,546,2019-11-01 00:00:03,view,31501013,2053013558031024687,,,547.43,565682946,ee0cb7b9-5716-4b53-a544-920eb8c33e82
552,552,2019-11-01 00:00:03,view,17301653,2053013553853497655,,lacoste,42.51,561587266,755422e7-9040-477b-9bd2-6a6e8fd97387
558,558,2019-11-01 00:00:03,view,16700794,2053013559901684381,furniture.kitchen.chair,fly,17.25,546273062,0bed87a3-7bce-4222-ba0d-314316dca5f8
564,564,2019-11-01 00:00:03,view,1304409,2053013558920217191,computers.notebook,apple,1402.87,514171705,b937acaa-d00f-456f-a4cf-1b761b31d867
570,570,2019-11-01 00:00:03,view,26403695,2053013563651392361,,,101.93,512887245,f48492eb-b354-4d0b-a6c8-796e2fb04962
576,576,2019-11-01 00:00:03,view,16700057,2053013559901684381,furniture.kitchen.chair,domini,97.81,546273062,0bed87a3-7bce-4222-ba0d-314316dca5f8
582,582,2019-11-01 00:00:03,view,13101541,2053013553526341921,,skad,242.17,531968973,db237ad5-149f-4019-8533-67b61dca4bf9
588,588,2019-11-01 00:00:03,view,34400004,2061717948367634684,,leatherman,183.79,512416379,4dfe2c67-e537-4dc2-ae69-0b65263db091
594,594,2019-11-01 00:00:04,view,18600043,2053013559708746385,,,202.32,538926042,740fc7c0-cd24-4d31-996e-f79781716a2e
600,600,2019-11-01 00:00:04,view,12701284,2053013553559896355,,triangle,95.24,512436886,a2efe093-0f87-417c-8f4e-162522f6e37a
606,606,2019-11-01 00:00:04,view,8801042,2053013555573162395,electronics.telephone,inoi,15.08,519902359,fc530bab-b1c5-4c7f-9bbe-3dfbaecaa701
612,612,2019-11-01 00:00:04,view,1005115,2053013555631882655,electronics.smartphone,apple,949.47,550161284,4ac5c6d9-90d8-4896-8cf3-713bdec5be41
618,618,2019-11-01 00:00:04,view,1004788,2053013555631882655,electronics.smartphone,xiaomi,138.71,515998531,6f4136a7-a02e-40cb-a432-9c1663e56c34
624,624,2019-11-01 00:00:04,view,57100003,2152289023127715889,,novline,21.11,529707266,3c119344-1965-48e9-8fe0-90edf88c2eb1
630,630,2019-11-01 00:00:04,view,1004873,2053013555631882655,electronics.smartphone,samsung,362.29,520934632,27514f98-ca4a-416d-9540-dad3ac469c55
636,636,2019-11-01 00:00:04,view,3600700,2053013563810775923,appliances.kitchen.washer,hotpoint-ariston,307.58,565083463,7cd1796c-49c8-bd17-db04-240bb8ca5b21
642,642,2019-11-01 00:00:04,view,1005228,2053013555631882655,electronics.smartphone,honor,283.12,514782246,762f1d79-efc1-419c-ae0c-8d2302e9888d
648,648,2019-11-01 00:00:04,view,13500336,2053013557099889147,furniture.bedroom.bed,,102.94,518780843,aa806835-b14c-45af-9538-cd4d1849be3e
654,654,2019-11-01 00:00:04,view,17302789,2053013553853497655,,givenchy,59.57,561587266,755422e7-9040-477b-9bd2-6a6e8fd97387
660,660,2019-11-01 00:00:04,view,26300181,2053013563584283495,,trollbeads,294.47,556205208,d773313a-439f-4734-af83-d98507771344
666,666,2019-11-01 00:00:04,view,1004856,2053013555631882655,electronics.smartphone,samsung,128.42,562958505,0f039697-fedc-40fa-8830-39c1a024351d
672,672,2019-11-01 00:00:04,view,12702549,2053013553559896355,,sailun,115.83,512436886,a2efe093-0f87-417c-8f4e-162522f6e37a
678,678,2019-11-01 00:00:04,view,1004870,2053013555631882655,electronics.smartphone,samsung,275.25,512458378,7f344445-80ce-4b09-89b2-c6d701686a1b
684,684,2019-11-01 00:00:04,view,1005228,2053013555631882655,electronics.smartphone,honor,283.12,514782246,762f1d79-efc1-419c-ae0c-8d2302e9888d
690,690,2019-11-01 00:00:04,view,21400588,2053013561579406073,electronics.clocks,orient,61.52,532849073,7c366197-61a7-455e-8b7d-72b0f51b30de
696,696,2019-11-01 00:00:04,view,40200429,2053013557930361385,,,3.6,518470749,7c71ff77-ab4a-4b02-a62e-6625b5e5e2e1
702,702,2019-11-01 00:00:04,view,26026911,2053013562611204913,,machaon,4.88,553524478,3c3a4de8-9304-4687-9e5c-2e9bdda65b33
708,708,2019-11-01 00:00:04,view,1004739,2053013555631882655,electronics.smartphone,xiaomi,203.09,534313202,86171b68-6479-4b53-b129-5be669c12493
714,714,2019-11-01 00:00:04,view,58900003,2159649186167915110,,zubr,14.16,548804259,d8a4a956-1d7a-4ae8-95f1-605402901cef
720,720,2019-11-01 00:00:04,view,21400098,2053013561579406073,electronics.clocks,casio,379.42,566281380,38d5fc6b-f38a-433a-b980-e189f19f81b3
726,726,2019-11-01 00:00:05,view,16800233,2053013558316237377,furniture.kitchen.table,,48.65,514035946,15895da2-d040-4b2c-b9a6-d1820239dbc5
732,732,2019-11-01 00:00:05,view,1003910,2053013555631882655,electronics.smartphone,nokia,118.1,528269305,6dce75d2-e455-4e52-ab65-af16e36f64cb
738,738,2019-11-01 00:00:05,view,16700255,2053013559901684381,furniture.kitchen.chair,,13.1,546273062,0bed87a3-7bce-4222-ba0d-314316dca5f8
744,744,2019-11-01 00:00:05,view,26013738,2053013562778977083,,,15.15,527357679,3a68d25b-3de9-4ac2-b663-5671101f6e67
